Normal,Student,Plackett,Clayton,Frank,Gumbel
-2.074573682,-2.022569479,-1.932548639,-2.165057866,-2.03608583,-1.968836472
-1.86314399,-2.048214974,-1.915676813,-1.983305784,-1.926192504,-1.776504561
-1.733992257,-1.628045887,-1.692000893,-1.603412062,-1.730793201,-1.570956334
-1.396749099,-1.443829896,-1.395229788,-1.406421795,-1.337260923,-1.388530089
-1.309325815,-1.265607784,-1.260939324,-1.233776549,-1.216334775,-1.128977254
-1.188804887,-1.140887529,-1.179162891,-1.107353436,-1.191280183,-1.166350967
-1.088235295,-0.94841622,-0.995827155,-0.96595661,-1.044166937,-0.968241194
-0.859069555,-0.839719718,-0.819946634,-0.964344527,-0.853829401,-0.793592164
-0.76775975,-0.816045963,-0.68063398,-0.758538778,-0.708515342,-0.680592112
-1.249572447,-1.261201809,-1.268170583,-1.3817184,-1.282811899,-1.227101836
-0.732556312,-0.739922839,-0.633930584,-0.673807025,-0.694588669,-0.71105016
-0.928130572,-0.870935502,-0.727890187,-0.915705723,-0.836001887,-0.747849703
-0.95726871,-1.017530812,-0.898658746,-0.993892261,-0.908449998,-0.904939756
-0.90057392,-0.965435843,-0.798014397,-0.924961089,-0.84855385,-0.79593219
-0.667574347,-0.719789372,-0.633410025,-0.760897614,-0.695417537,-0.614856226
-1.558798554,-1.492663919,-1.57992503,-1.619811667,-1.537030298,-1.45368369
-1.304060751,-1.312663769,-1.23970828,-1.322031114,-1.242976191,-1.247227606
-2.565448658,-2.701533989,-2.501931777,-2.643411877,-2.554793168,-2.512606457
-2.238100057,-2.313565125,-2.317423408,-2.299643292,-2.283985322,-2.354107337
-2.246491593,-2.085252519,-2.200872188,-2.245086493,-2.118125459,-2.067802206
-2.065097068,-2.025198283,-2.093203072,-2.165410585,-2.006827175,-1.869319252
-2.258320007,-2.10409511,-2.235745737,-2.316911103,-2.158153579,-2.153990176
-2.012274319,-1.997531585,-2.029535887,-2.113198659,-1.92669868,-1.876104029
-2.028922514,-2.062454797,-2.073098354,-2.061306614,-2.046563303,-2.07403636
-1.861861423,-1.815136386,-1.928378607,-1.949600563,-1.819190578,-1.912833702
-1.812407453,-1.756871466,-1.811864176,-1.89120127,-1.663866454,-1.711167418
-1.651495401,-1.630041811,-1.586881103,-1.674540279,-1.507476247,-1.531642335
-1.993185905,-1.865327913,-1.976502504,-1.962695423,-1.963596651,-1.86597918
-2.9897086,-2.922331043,-2.952646034,-3.034474612,-2.855783535,-2.808204657
-2.419896729,-2.608584229,-2.39859633,-2.574370566,-2.481680762,-2.371642815
-2.126710638,-2.21548357,-2.053211952,-2.153115386,-2.105278254,-2.135574163
-2.355823721,-2.321263505,-2.182648892,-2.362136734,-2.199336081,-2.353786296
-2.513604149,-2.414050428,-2.462746791,-2.489736685,-2.525103784,-2.535542888
-2.177205209,-2.28314221,-2.163078804,-2.109560726,-2.042872946,-2.113450762
-1.815024583,-1.847146836,-1.797859347,-1.904564904,-1.715358148,-1.715502416
-1.873469156,-1.791760851,-1.768651002,-1.805872503,-1.756678161,-1.74238306
-1.488726442,-1.602785674,-1.513938193,-1.696224976,-1.501066542,-1.469223967
-1.336671539,-1.43136466,-1.438057168,-1.424890975,-1.331671649,-1.345031275
-1.307319017,-1.261349423,-1.182014953,-1.331127177,-1.25609459,-1.228141813
-1.129987528,-1.1771377,-1.115571905,-1.313627336,-1.183571041,-1.127627749
-1.173826474,-1.198129595,-1.02967556,-1.101947061,-1.052706048,-1.136418131
-0.995696071,-1.014209266,-0.839300781,-0.950516888,-0.9105944,-0.740838295
-0.86053202,-0.875860985,-0.898766977,-0.891128893,-0.849558337,-0.867087792
-1.246478752,-1.290558976,-1.24623275,-1.218355088,-1.163250851,-1.249715643
-1.707428841,-1.79488867,-1.720151574,-1.752987932,-1.762843171,-1.639543804
-2.027316978,-1.979416667,-1.949780441,-1.975062738,-2.036873817,-1.946652515
-1.900557756,-1.725686035,-1.728238096,-1.845178409,-1.86110416,-1.76067918
-1.654868672,-1.589067082,-1.629301282,-1.748274721,-1.545855528,-1.514525283
-1.432233474,-1.388415544,-1.375313222,-1.504979326,-1.411316283,-1.360345738
-1.648734836,-1.640730888,-1.548611481,-1.752712846,-1.635261717,-1.380713254
-1.474508566,-1.439275823,-1.440391417,-1.66944289,-1.548920018,-1.405642614
-1.337137633,-1.334792959,-1.22803979,-1.309825349,-1.224668697,-1.238819719
-1.365632455,-1.250740445,-1.176643201,-1.335453297,-1.248163009,-1.243687297
-2.154464382,-2.156447351,-2.104748727,-2.222924478,-2.066133682,-2.052679853
-2.402586496,-2.322997736,-2.358305627,-2.407515167,-2.226134259,-2.359947564
-2.138700634,-2.161953709,-2.064123779,-2.115842155,-2.045987395,-2.06952385
-2.928348995,-2.931147139,-2.829962037,-3.056168733,-3.002661275,-2.878295664
-2.562746103,-2.571157296,-2.436049003,-2.624017283,-2.526941325,-2.412120292
-2.216935936,-2.13067862,-1.99303951,-2.250479234,-2.127965919,-2.143924408
-2.571998902,-2.310676198,-2.394657474,-2.495480247,-2.38472445,-2.405407819
-2.176882156,-2.25911374,-2.171473411,-2.318407549,-2.31740183,-2.325890665
-1.916295078,-1.977441057,-2.00834782,-2.118268387,-1.946576516,-2.028338357
-1.728862813,-1.646939379,-1.65614888,-1.622913488,-1.687829075,-1.495658993
-2.134461355,-2.031739156,-2.188784566,-2.120609893,-2.025247072,-2.001892321
-1.853401202,-1.861610501,-1.724724228,-1.955597777,-1.828559993,-1.841557608
-1.617761149,-1.670045632,-1.592662953,-1.673644902,-1.771643325,-1.589940727
-1.399569555,-1.48854395,-1.271778775,-1.57244138,-1.42754515,-1.279758758
-1.213904553,-1.179601731,-1.269452936,-1.255815659,-1.15766464,-1.124016612
-1.01322163,-1.065810433,-1.132023873,-1.109772984,-1.091918231,-1.094324328
-0.971668385,-0.986832667,-0.995303323,-0.997958671,-0.93251774,-0.944002089
-1.560682583,-1.480762299,-1.572429576,-1.686525982,-1.577214615,-1.520507382
-2.06506431,-2.056592637,-2.006767803,-2.059565132,-1.952864893,-1.847348638
-1.869612561,-1.670722096,-1.779478791,-1.937516872,-1.768341096,-1.643857929
-1.777010566,-1.817967093,-1.703642551,-1.832769529,-1.829279932,-1.797590601
-1.604432291,-1.519776073,-1.55756287,-1.635462316,-1.510900359,-1.505983775
-1.38967638,-1.348584012,-1.31420872,-1.408420511,-1.369606637,-1.247816527
-1.148792728,-1.081841508,-1.105904004,-1.176621524,-1.100992908,-1.035626214
-1.328353873,-1.293056195,-1.266393333,-1.455976564,-1.353924201,-1.288323003
-1.231592973,-1.111721743,-1.154816252,-1.211367895,-1.109329908,-1.017297692
-1.431454367,-1.446539025,-1.39759177,-1.449348943,-1.387122614,-1.450303063
-1.234943019,-1.203649629,-1.165385365,-1.208402756,-1.145444332,-1.126705206
-1.639955034,-1.673625099,-1.557853357,-1.764474176,-1.591430424,-1.549180316
-1.503064362,-1.482364116,-1.410893331,-1.546883424,-1.439478164,-1.403001147
-1.488363766,-1.564257978,-1.549304296,-1.613492073,-1.568896699,-1.426917221
-1.438683264,-1.40790673,-1.421831067,-1.568495386,-1.434876689,-1.307411459
-1.292334319,-1.285257524,-1.206579534,-1.369535384,-1.266489869,-1.179370761
-1.086180849,-1.147144934,-1.076491168,-1.110267176,-1.099555499,-1.052652626
-1.579260176,-1.693541971,-1.575182065,-1.603937798,-1.681339948,-1.544881254
-1.506859695,-1.591063032,-1.518790038,-1.663074521,-1.571148716,-1.483944152
-1.5140698,-1.343907952,-1.473219477,-1.465089725,-1.358341892,-1.353693168
-1.295230678,-1.250432867,-1.197975553,-1.303110606,-1.276133394,-1.253894344
-1.391666283,-1.370598539,-1.292558763,-1.440300828,-1.247891073,-1.196265696
-1.211913531,-1.214533509,-1.119340312,-1.22529244,-1.1323263,-1.031368006
-1.16275622,-1.16921467,-1.162957881,-1.071292757,-1.133904783,-0.989035989
-3.128672037,-3.100388021,-3.267246378,-3.354859109,-3.073257302,-3.070212275
-2.618791287,-2.561955944,-2.654651781,-2.743786887,-2.648760526,-2.436346817
-2.509876624,-2.314672278,-2.34108716,-2.506815693,-2.410743675,-2.426874739
-2.122865728,-2.082541261,-2.016455427,-2.2223267,-2.089944662,-1.974479902
-1.952179939,-1.916053398,-1.853046886,-1.85080071,-1.868397284,-1.918062342
-1.739110204,-1.681267087,-1.603776241,-1.749024897,-1.614212027,-1.578764322
-2.559464495,-2.632595527,-2.648091981,-2.798176766,-2.593969594,-2.567068702
-2.191791171,-2.121662681,-2.22643212,-2.259197675,-2.280306191,-2.161516242
-2.524386073,-2.500481538,-2.67925652,-2.64976242,-2.588503703,-2.513973449
-3.028890356,-2.855087305,-2.902900124,-3.075136006,-2.893295468,-2.939859758
-2.733817484,-2.732525717,-2.668051555,-2.828703063,-2.6026446,-2.645930886
-2.283878928,-2.281578379,-2.396030753,-2.486053349,-2.354807309,-2.31598563
-2.496312471,-2.488884958,-2.524202915,-2.667817899,-2.589345242,-2.455909691
-2.664407797,-2.724235348,-2.597904885,-2.695955049,-2.646658871,-2.706529419
-2.420782134,-2.355399667,-2.268790654,-2.45812594,-2.435227295,-2.368825228
-2.095045901,-2.156932517,-2.115120582,-2.223028835,-2.161352744,-2.116143793
-2.293167166,-2.175224778,-2.177529297,-2.318339491,-2.229890939,-2.253121036
-2.124800303,-2.141920874,-2.09621491,-2.203955169,-2.007222968,-2.04690961
-2.299997845,-2.250807102,-2.276972098,-2.353616546,-2.290211482,-2.274768901
-2.203273686,-2.278698854,-2.139990355,-2.317213114,-2.17488998,-2.183239908
-2.28793072,-2.210416248,-2.283587753,-2.235204864,-2.294493429,-2.199639654
-2.127781018,-2.148573594,-2.104542603,-2.300886134,-2.075317853,-2.041757741
-1.830771887,-1.906513536,-1.821452729,-1.970520233,-1.82871115,-1.824979798
-1.729395248,-1.611529035,-1.715355515,-1.743337844,-1.616812479,-1.547385408
-1.442842542,-1.455570244,-1.479345524,-1.564990902,-1.452798803,-1.312026241
-1.338389543,-1.335064205,-1.284009979,-1.281688779,-1.36004381,-1.297450738
-1.303755779,-1.270270014,-1.173584494,-1.177733247,-1.21531215,-1.11926652
-1.962003343,-1.974182567,-1.929419887,-1.998860856,-1.959185163,-1.887275207
-1.810420529,-1.721025365,-1.622718778,-1.751834223,-1.738621525,-1.620770095
-2.026758713,-1.995655068,-1.917509945,-2.068613651,-1.975116874,-1.947391155
-2.434272795,-2.432549558,-2.427824811,-2.490903891,-2.383294611,-2.351031327
-2.102323127,-2.092779485,-1.962714688,-2.193722346,-2.00599599,-1.978007125
-1.828111708,-1.867966224,-1.753260345,-1.770857009,-1.72735828,-1.863110449
-1.586424609,-1.594246673,-1.506816967,-1.703359775,-1.606209751,-1.511451182
-1.664279504,-1.464286838,-1.431978934,-1.564257645,-1.545825005,-1.566821775
-1.385333564,-1.497001242,-1.471993928,-1.365908011,-1.343040849,-1.264173487
-1.715861997,-1.51903792,-1.501331525,-1.589683759,-1.543825566,-1.408938301
-3.653041281,-3.769311077,-3.565082208,-3.855342887,-3.732128013,-3.706504681
-6.967010093,-6.996660036,-6.757837744,-6.804865533,-6.930385147,-6.876725807
-8.7599816,-8.601346567,-8.446263763,-8.806385671,-8.558908704,-8.680362557
-7.344338295,-7.449473698,-7.288280645,-7.561078959,-7.619411433,-6.976750305
-9.303969764,-9.634903836,-9.541734878,-9.591540761,-9.244768015,-9.085018311
-9.512571605,-9.646472574,-9.650046959,-9.792454443,-9.608650897,-9.301446069
-8.539574726,-8.493101896,-8.865793603,-8.758587577,-8.699478199,-8.293158981
-8.066383671,-7.82436247,-7.686077038,-8.173035043,-7.742473441,-7.604881116
-8.468600073,-8.520013681,-8.37518358,-8.584321854,-8.531682611,-8.271059777
-8.086223309,-8.066607481,-7.903959453,-8.362401046,-7.963397157,-7.884400957
-7.430390758,-7.166002333,-7.330858599,-7.357312129,-7.481709409,-7.083009257
-6.807994013,-6.938775564,-6.724133008,-6.830290339,-6.706936103,-6.538658767
-7.088655952,-6.989777165,-7.033879571,-7.125091046,-6.894781142,-6.994977372
-6.998455196,-6.672765553,-6.603778998,-7.031364298,-6.615797662,-6.730801154
-5.856469004,-6.044010882,-5.707030994,-5.939201552,-5.769275878,-5.830936281
-5.249623508,-5.255453424,-5.134000887,-5.234001361,-5.268114553,-5.080918067
-4.632415057,-4.550996916,-4.539146011,-4.576943198,-4.598694711,-4.509023268
-4.273695336,-4.187951079,-4.157531245,-4.386451034,-4.28072465,-4.039313707
-3.901427564,-3.712216051,-3.722135429,-3.889930145,-3.872297063,-3.739723441
-3.291138906,-3.274815728,-3.21281514,-3.270749975,-3.312395333,-3.166337804
-3.719769687,-3.663483199,-3.480641823,-3.655702426,-3.525229837,-3.606442656
-2.94272741,-3.02709768,-3.002368444,-3.051611695,-2.978717757,-2.803779707
-3.297572233,-3.295180994,-3.222365725,-3.390373644,-3.42110039,-3.246942783
-2.872267142,-2.65617251,-2.563563598,-2.875961585,-2.593459127,-2.690107843
-2.428510612,-2.159024003,-2.438344969,-2.400439672,-2.295261351,-2.216106829
-2.070832438,-2.223846762,-2.101714184,-2.104302202,-2.122990022,-2.117926541
-4.212415709,-4.371746076,-4.25925013,-4.324334574,-4.237982134,-4.18846448
-3.65860263,-3.847232707,-3.80798991,-3.618160631,-3.50921074,-3.563433905
-4.184459585,-4.251407378,-4.148371408,-4.405207497,-4.223001834,-4.082279549
-3.636191272,-3.741897725,-3.674319644,-3.748736894,-3.640114458,-3.704759339
-3.86588699,-3.947259116,-3.843530959,-4.059022737,-3.843405992,-3.92586248
-4.038424641,-4.216601622,-4.123359863,-4.350344395,-4.036145135,-4.185927672
-3.693851697,-3.775966126,-3.698821502,-3.667237664,-3.697653756,-3.570575539
-3.283666096,-3.406808647,-3.335224041,-3.342655848,-3.243489959,-3.131627826
-2.97721081,-2.93662728,-2.886938836,-3.135106814,-3.096933208,-2.941171461
-2.601781839,-2.697242051,-2.647849384,-2.846906262,-2.509828305,-2.646539025
-2.265217606,-2.253912951,-2.222733373,-2.244782227,-2.182913224,-2.248706115
