Normal,Student,Plackett,Clayton,Frank,Gumbel
-0.158620397,-0.168830992,-0.167787192,-0.150641912,-0.178116785,-0.143333369
-0.142839557,-0.149427254,-0.094858028,-0.147133249,-0.095300861,-0.051978777
-0.630822856,-0.623808959,-0.547903729,-0.704377681,-0.631844718,-0.513064026
-0.461879159,-0.450775681,-0.403861817,-0.547513408,-0.440494072,-0.458592945
-0.332357355,-0.357537543,-0.370259305,-0.391060275,-0.3283661,-0.37713976
-0.351224254,-0.355619993,-0.309862149,-0.381851009,-0.329303821,-0.330740496
-0.214618228,-0.331763536,-0.289806609,-0.375357778,-0.266824576,-0.27695142
-0.77300652,-0.702070253,-0.70626389,-0.732872173,-0.577835629,-0.613421046
-0.524058873,-0.590405173,-0.507536682,-0.624610271,-0.525524452,-0.57441997
-0.568464608,-0.599867842,-0.632350886,-0.599935125,-0.624058579,-0.581051246
-0.697596372,-0.716521381,-0.623830361,-0.694114969,-0.678382478,-0.645108339
-0.602214748,-0.589195644,-0.639818011,-0.623103788,-0.552271136,-0.506195225
-0.416764113,-0.467757253,-0.441125439,-0.500811107,-0.45574219,-0.412872248
-0.465515995,-0.435627396,-0.352843035,-0.487920278,-0.324569917,-0.345109743
-0.286299811,-0.406701577,-0.251273122,-0.344076668,-0.321706745,-0.282519688
-0.337365316,-0.288893168,-0.262953774,-0.324951311,-0.215896529,-0.22555714
-0.450180789,-0.462378933,-0.501433269,-0.514556142,-0.529184566,-0.403605952
-0.425970745,-0.433956578,-0.514378759,-0.539687996,-0.559486524,-0.46107526
-0.408521583,-0.484555358,-0.435710567,-0.403638743,-0.407285634,-0.383487645
-0.382472627,-0.451412553,-0.35585999,-0.439358728,-0.384196002,-0.403674312
-0.391102255,-0.276737495,-0.280307081,-0.478954799,-0.338142495,-0.321772976
-0.404854754,-0.348301228,-0.267557655,-0.381533932,-0.233686712,-0.254820681
-0.183543359,-0.237173304,-0.20644406,-0.272838042,-0.221538272,-0.196044015
-0.835927565,-0.775102883,-0.877590481,-0.793846748,-0.795842378,-0.804523182
-1.283529988,-1.335859025,-1.224506666,-1.308168848,-1.218215418,-1.116369141
-1.137973142,-1.161757197,-1.23064592,-1.227562349,-1.077929144,-1.155715306
-1.063977924,-1.015413024,-1.017589971,-1.155023258,-1.063372978,-0.932155748
-0.990615923,-0.997796686,-0.963511089,-1.044239472,-1.022171935,-0.941058931
-0.823553843,-0.910904999,-0.893334061,-0.918531934,-0.857288225,-0.805651191
-0.833383958,-0.806139507,-0.753345317,-0.772952322,-0.725854626,-0.655680279
-0.920530364,-0.88400386,-0.78830241,-0.966152677,-0.851532625,-0.806956387
-1.858288171,-1.767458362,-1.691824955,-1.828018592,-1.751476735,-1.733735955
-1.644024422,-1.730924837,-1.665602686,-1.827007408,-1.650541186,-1.546718665
-1.437964616,-1.420669464,-1.368910584,-1.449238258,-1.301987806,-1.367641061
-1.522448824,-1.538438387,-1.535028482,-1.508514465,-1.591173164,-1.51927041
-1.723455143,-1.78754911,-1.731575075,-1.829246733,-1.739832083,-1.662033137
-1.637108006,-1.704900687,-1.610580978,-1.693034623,-1.536021788,-1.565842996
-2.665498457,-2.502754482,-2.551942989,-2.578058205,-2.552128513,-2.450707065
-2.237426771,-2.417377101,-2.279536594,-2.294104409,-2.224317957,-2.215225279
-2.088740007,-2.023602352,-1.956725451,-2.076318377,-2.054792822,-1.929530013
-2.130638943,-2.093706226,-2.036540436,-2.232308435,-2.10773631,-1.938135272
-2.335072059,-2.363507708,-2.320852831,-2.34402037,-2.279848812,-2.225560101
-2.170298127,-2.031390927,-2.052822417,-2.143548639,-2.140890361,-2.06125797
-1.968405456,-2.018348493,-1.883744129,-2.133646192,-2.035865588,-2.13112224
-1.886142438,-1.875500815,-1.753002451,-1.921256073,-1.784194386,-1.793963874
-1.644625692,-1.744070225,-1.847674226,-1.745591034,-1.707849725,-1.693498158
-1.503764971,-1.590584301,-1.451704431,-1.578296367,-1.461647664,-1.441227543
-1.311265653,-1.359322555,-1.286649746,-1.352049412,-1.296890674,-1.313552738
-1.36834338,-1.317454425,-1.318229385,-1.378973309,-1.249600665,-1.314116177
-1.084339746,-1.161278428,-1.075082246,-1.191218764,-1.133369512,-1.192077845
-1.009094995,-0.870846935,-0.979417744,-1.06577323,-0.955948842,-0.972993943
-0.959823559,-0.971652567,-0.907543407,-0.955776986,-0.846477344,-0.897743998
-0.778086438,-0.841876414,-0.778167634,-0.899633313,-0.760801861,-0.725913429
-0.644611468,-0.648293983,-0.590482127,-0.730801475,-0.65501688,-0.673333947
-0.605149223,-0.648132128,-0.601839229,-0.684970402,-0.575365747,-0.532202551
-0.533889355,-0.582016827,-0.558697604,-0.578701581,-0.411848643,-0.43886819
-0.607721308,-0.578775797,-0.592459724,-0.605797775,-0.647830153,-0.604225592
-0.979922513,-1.068080334,-1.006053338,-1.077670309,-1.04783643,-0.957170066
-0.95145242,-0.926933842,-0.931126693,-0.922185505,-0.914397849,-0.86344634
-0.875445151,-0.755298476,-0.803517992,-0.796580543,-0.831363,-0.634952848
-0.766245579,-0.757526922,-0.680541485,-0.76758886,-0.637571235,-0.61031994
-0.573271058,-0.56753057,-0.466471919,-0.617613923,-0.512201239,-0.51376914
-0.559065115,-0.543659983,-0.537249274,-0.620347724,-0.524342605,-0.407301386
-0.486091228,-0.463478936,-0.38420632,-0.520156107,-0.450428858,-0.398928892
-1.045772668,-1.117986023,-1.064609632,-1.172465812,-1.042146803,-1.004997525
-0.977836638,-1.018195254,-0.955262557,-0.970562161,-0.930203803,-0.879461161
-1.047337413,-0.965941128,-0.865028833,-1.02722372,-1.010691003,-0.969328559
-1.107588609,-1.178424525,-1.106286566,-1.168037125,-1.021502237,-1.136864846
-1.173070347,-1.116020702,-1.088517304,-1.194253909,-1.146714944,-1.238431548
-0.950416399,-0.930628847,-0.912937204,-1.023419897,-1.029625632,-0.917077027
-1.082215624,-1.039593626,-1.080823738,-1.087003928,-1.020738374,-1.083916778
-1.11740336,-1.040918028,-1.034107644,-1.12450499,-1.076014119,-0.975247945
-0.965213277,-1.015129154,-0.958143249,-0.978263954,-0.988018865,-0.840483805
-1.172276751,-1.153380024,-1.151112788,-1.237091095,-1.250581939,-1.119075767
-1.068605499,-1.026379004,-1.060977675,-1.123103738,-1.026997853,-0.988576409
-0.891824779,-0.910892147,-0.849497291,-0.991992363,-0.843763273,-0.818495871
-0.901050277,-0.791241774,-0.82607515,-0.979150794,-0.826972977,-0.787567298
-1.136522891,-1.253835941,-1.208756712,-1.168074877,-1.191540815,-1.186453074
-1.154514031,-1.112710586,-1.082223478,-1.110390097,-1.086760886,-1.01553453
-0.989840412,-1.033852384,-1.008452658,-1.075970629,-1.000556564,-1.041095022
-2.209774661,-2.253506271,-2.16867234,-2.296006976,-2.087458885,-2.075823634
-2.154468788,-2.281116368,-2.152752434,-2.240017358,-2.116907396,-2.182009485
-1.862030452,-1.720059359,-1.78062116,-1.919585029,-1.905121678,-1.744346927
-2.102293301,-2.093537585,-2.019932389,-2.073893769,-2.05328559,-2.058208405
-3.47359681,-3.519216935,-3.35784078,-3.599094187,-3.407207346,-3.469481121
-3.220820171,-3.191135618,-3.120747897,-3.285226,-3.087865177,-3.066891177
-2.849026637,-2.849378532,-2.847501517,-2.924387126,-2.844716589,-2.825602281
-2.684793222,-2.571000183,-2.581859586,-2.765700242,-2.515349169,-2.457993934
-2.471401027,-2.495592795,-2.515058694,-2.664620818,-2.593143222,-2.362467983
-2.306807263,-2.24388874,-2.24878788,-2.348213152,-2.126465991,-2.269223782
-2.025719059,-2.044227995,-2.012871415,-2.119856242,-1.955354337,-1.899192307
-1.969582709,-1.927229082,-1.764231773,-1.985010329,-1.819106685,-1.809928711
-1.825281137,-1.765750795,-1.787425595,-1.777234557,-1.730474374,-1.725309399
-1.603342917,-1.574935747,-1.546043595,-1.577058483,-1.562128659,-1.526432164
-1.881936629,-1.851663604,-1.797100724,-2.066789919,-1.810360063,-1.794516473
-1.623166608,-1.653462087,-1.571853433,-1.682087873,-1.551416629,-1.571786227
-1.555939139,-1.487955214,-1.498829992,-1.485995209,-1.485949937,-1.505514436
-1.281633857,-1.251680813,-1.239701822,-1.323840111,-1.271793098,-1.225138891
-1.113880358,-1.033628905,-1.118797511,-1.192092547,-1.156283986,-1.166989597
-1.041032013,-0.979278532,-0.959265253,-1.091655986,-0.914683322,-0.924118353
-0.769814951,-0.859044198,-0.790925326,-0.894242247,-0.770749678,-0.754388117
-1.167057781,-1.199828779,-1.151313196,-1.364395347,-1.202209726,-1.271731083
-0.968982914,-1.02989012,-0.947670125,-1.072075674,-0.927632381,-0.90659599
-0.83511072,-0.838441633,-0.777315925,-0.926204976,-0.811154209,-0.870073669
-0.699231097,-0.708285564,-0.698693855,-0.729810356,-0.715610883,-0.709704699
-1.059349418,-1.123261426,-1.068243886,-1.149297806,-1.04926808,-0.98174071
-0.926283439,-0.849751966,-0.89901359,-1.064025376,-0.876051838,-0.870295613
-0.914624678,-0.896551091,-0.842524931,-0.894479032,-0.837505841,-0.952125824
-0.998571671,-1.013856101,-0.947941256,-0.946708942,-0.935591836,-0.926928746
-0.932108154,-0.98779887,-0.815372818,-0.821677241,-0.833082339,-0.72854631
-0.802273977,-0.783159275,-0.71303045,-0.862936325,-0.846864041,-0.796748109
-0.838940272,-0.744745256,-0.793959135,-0.886842959,-0.773750415,-0.785062331
-0.867985244,-0.804556911,-0.827911945,-0.946546156,-0.845287419,-0.850376015
-0.774035215,-0.722090228,-0.746146668,-0.778003991,-0.646336095,-0.752105084
-0.640891487,-0.704409772,-0.738769605,-0.708490047,-0.68879253,-0.688894927
-0.916844946,-0.848071615,-0.834093606,-0.854714523,-0.845315047,-0.76547892
-0.70313574,-0.818864258,-0.792095192,-0.846251461,-0.746822389,-0.768596152
-0.716037083,-0.759298214,-0.637470256,-0.835237845,-0.658062449,-0.667958959
-0.626461975,-0.600963724,-0.534564382,-0.642740112,-0.534847107,-0.581163799
-0.444984834,-0.479504264,-0.505149534,-0.557087734,-0.475917221,-0.52017571
-0.373637431,-0.446540526,-0.375704321,-0.509242472,-0.412877925,-0.33227733
-0.273839805,-0.308829138,-0.274452519,-0.401115903,-0.287761429,-0.203991424
-0.362188241,-0.420204205,-0.333346034,-0.435305732,-0.401705614,-0.345095442
-0.364733247,-0.410240747,-0.337913228,-0.396096207,-0.297669068,-0.31144812
-0.198896321,-0.225308805,-0.259648318,-0.25481824,-0.320510134,-0.250787132
-0.253386946,-0.202322264,-0.131056558,-0.26361893,-0.22510504,-0.20133986
-0.20913623,-0.196815524,-0.14674748,-0.241655123,-0.175879611,-0.078084928
-0.467298658,-0.494146324,-0.322226838,-0.484267529,-0.4875328,-0.440209375
-0.346470694,-0.245267382,-0.324527732,-0.309008443,-0.315257642,-0.288917862
-0.271632997,-0.275110458,-0.248810258,-0.311199598,-0.251325488,-0.235514892
-0.234054968,-0.063112504,-0.193327806,-0.218475223,-0.124946699,-0.06912828
-0.267690873,-0.247181546,-0.210978016,-0.369360546,-0.244991217,-0.148013689
-0.235138136,-0.144464687,-0.130248866,-0.284527147,-0.202217786,-0.152718859
-0.171008185,-0.042928991,-0.118460753,-0.097080843,-0.076101323,-0.039558578
-0.044196324,-0.05064567,0.029783006,-0.156125689,-0.044572806,0.004083738
-0.04000862,-0.046042382,-0.036603864,-0.105052922,-0.052977116,-0.019090279
-0.197579348,-0.116626548,-0.138201067,-0.163377149,-0.129138297,-0.054279593
-0.178019796,-0.115249491,0.002536266,-0.128063833,-0.017421805,-0.033700689
-0.023982053,-0.03377197,-0.026573561,-0.090520074,-0.053234833,-0.001324937
-0.013629475,-0.019635765,0.000118472,-0.070040363,0.0044405,0.055023146
-0.274936438,-0.353457498,-0.295969502,-0.328875401,-0.301075223,-0.205754094
-0.220677864,-0.209802918,-0.209729312,-0.198764099,-0.223032788,-0.166286285
-0.233383906,-0.230911717,-0.221003759,-0.290403354,-0.224839929,-0.170865614
-0.268428577,-0.278906228,-0.191327562,-0.326579724,-0.203947501,-0.189381385
-0.643301432,-0.719433201,-0.60891432,-0.748099651,-0.690015311,-0.697915045
-0.67037727,-0.639778864,-0.510934413,-0.604821326,-0.621353779,-0.563142027
-0.567244149,-0.567855373,-0.577329728,-0.698308675,-0.636761012,-0.56460352
-0.540368061,-0.485158188,-0.431877396,-0.612815113,-0.436044231,-0.467274405
-0.457902186,-0.543225385,-0.470207083,-0.569877412,-0.496247454,-0.466404328
-0.504411156,-0.502338588,-0.448823627,-0.559463591,-0.451608207,-0.393534273
-0.425924109,-0.387072234,-0.398591052,-0.380651987,-0.430451475,-0.336884869
-1.03148568,-1.038737737,-1.08716076,-1.211234748,-1.041082316,-1.021790979
-1.309931258,-1.396645622,-1.338339222,-1.272589614,-1.375117502,-1.370636278
-1.19979159,-1.291588764,-1.194960184,-1.319155661,-1.277889089,-1.196457544
-1.197611478,-1.185174395,-1.140658705,-1.140346475,-1.017021953,-1.063842371
-1.083383102,-1.012083907,-0.960463136,-1.117339823,-1.045510769,-0.901918748
-0.890491696,-0.910530244,-0.953028306,-0.985730977,-0.864017149,-0.764431463
-0.813160399,-0.941417061,-0.886269073,-0.99123088,-0.913187997,-0.785781788
-0.645296596,-0.755496163,-0.679011237,-0.672214443,-0.706845158,-0.673680344
-0.607617728,-0.621314699,-0.516390707,-0.660208774,-0.675004059,-0.632125643
-0.447829425,-0.47678106,-0.54792345,-0.624641054,-0.510199326,-0.512715218
-1.851351697,-1.896039501,-1.99987969,-1.98851823,-1.972510555,-1.967677584
-1.733177426,-1.661469752,-1.652353973,-1.660759971,-1.745696172,-1.684965023
-1.585430481,-1.479224609,-1.484577731,-1.595161067,-1.457384428,-1.458526444
-1.641454443,-1.625458799,-1.476336317,-1.673977681,-1.676684486,-1.500717226
-1.3922514,-1.467369145,-1.352627434,-1.381545808,-1.425017572,-1.279735713
-1.147647585,-1.390343835,-1.194912412,-1.444579635,-1.228380666,-1.268401688
-1.248364797,-1.273399151,-1.246036223,-1.30810642,-1.296205509,-1.304991288
-1.172597019,-1.158435991,-1.259768892,-1.25928074,-1.13731215,-1.149266529
-0.996159231,-0.997948679,-1.041331795,-1.085033116,-0.985754078,-1.011820268
-1.118009972,-1.024624934,-1.142047334,-1.196220937,-1.10170703,-1.133150598
-0.917053706,-0.955838263,-0.988911221,-1.006719306,-1.037108671,-1.042289641
-0.873230656,-0.881684935,-0.882357179,-0.998047476,-0.865967497,-0.792934062
-0.898611447,-0.926375507,-0.904274088,-0.999445299,-0.954247812,-0.927284531
-0.833154042,-0.877325893,-0.900398499,-0.982313057,-0.87057151,-0.771419474
-0.752202304,-0.794810817,-0.703302134,-0.76562512,-0.678855388,-0.683184719
-0.67728114,-0.696335967,-0.628905426,-0.633920383,-0.53477778,-0.627955071
-0.491078051,-0.52210615,-0.500858419,-0.652086409,-0.508575985,-0.52149063
-0.427234209,-0.449620337,-0.46857204,-0.517575735,-0.496427134,-0.382852554
-0.385725463,-0.398284433,-0.358930599,-0.383737391,-0.30442801,-0.352231034
-0.356316295,-0.18838973,-0.242260851,-0.281295362,-0.236408482,-0.183600319
-0.175866266,-0.24817858,-0.221563783,-0.22094615,-0.166520133,-0.188506968
-0.118648384,-0.202913171,-0.103241909,-0.230390819,-0.201305169,-0.062019691
-0.094501387,-0.087026854,-0.117892689,-0.175032841,-0.066177131,-0.109150384
-0.287716465,-0.143283739,-0.192614809,-0.220332286,-0.111466908,-0.173678181
-0.190633232,-0.126932215,-0.138915244,-0.211551524,-0.113358892,-0.151191595
-0.208706508,-0.130240635,-0.172064428,-0.182305447,-0.152845971,-0.138556322
-0.092837334,-0.145147978,-0.100517907,-0.239562077,-0.149495833,-0.098381388
-0.378689831,-0.393422952,-0.41087668,-0.437667573,-0.454137548,-0.346799389
-0.484012744,-0.496081153,-0.462184678,-0.500716123,-0.467508708,-0.443529878
-0.337071399,-0.429652581,-0.292683036,-0.460336306,-0.380193654,-0.347946672
-0.430301658,-0.492947429,-0.421037782,-0.525566978,-0.480607947,-0.473688661
-0.699021359,-0.655406447,-0.743635405,-0.815013406,-0.599744096,-0.624503549
-0.684420042,-0.752621441,-0.659994222,-0.788968678,-0.716381767,-0.662946424
-0.652676137,-0.591447519,-0.614129186,-0.680148364,-0.650910021,-0.523570916
-0.600678982,-0.664453873,-0.575099127,-0.663634659,-0.573864027,-0.666347989
-0.488909179,-0.543357233,-0.582382625,-0.590242112,-0.515007576,-0.521869148
-0.82109084,-0.865600089,-0.841385767,-0.842717377,-0.815211539,-0.869050049
-0.720247357,-0.822234358,-0.671073459,-0.686647222,-0.667686091,-0.698587943
-0.832716509,-0.896247771,-0.843974369,-0.97213877,-0.913352775,-0.898186688
-2.043694511,-1.986709413,-2.036301689,-2.156044726,-2.088402317,-2.090359134
-2.047359813,-1.924557855,-1.972767179,-1.980942968,-1.999780241,-1.879738395
-1.767917117,-1.851028935,-1.798504502,-1.898704037,-1.787061282,-1.676999261
-1.496903741,-1.595688118,-1.536367564,-1.568056099,-1.614393974,-1.542794986
-2.122806534,-2.095419133,-2.036244969,-2.174004224,-2.081927008,-2.101470758
-1.803515925,-1.867551857,-1.791219485,-1.772689951,-1.787986365,-1.816519379
-1.764486778,-1.719862486,-1.763828191,-1.826784635,-1.851340402,-1.720566142
-1.601910341,-1.71134917,-1.611580175,-1.702218299,-1.675121123,-1.680415654
-2.175309919,-2.055414681,-2.071109322,-2.140070931,-1.996149961,-2.013488809
-2.661126483,-2.603166791,-2.499009376,-2.658799566,-2.495018181,-2.413707336
-3.196159547,-3.226600099,-3.137850759,-3.469720517,-3.246018929,-3.238620707
-3.709553248,-3.577458098,-3.756845255,-3.868699942,-3.60341499,-3.789052949
-3.556456367,-3.671308574,-3.662895081,-3.870016886,-3.718734474,-3.725479402
-3.30704602,-3.283679693,-3.205035312,-3.339613744,-3.260216869,-3.224829064
-3.094226192,-3.038872902,-2.96835104,-3.242627028,-3.098242631,-2.924052763
-2.738752103,-2.74177317,-2.667408635,-2.837014996,-2.755132413,-2.70641465
-2.811414674,-2.710570555,-2.639484256,-2.770979544,-2.629397758,-2.670704628
-2.71864953,-2.778392865,-2.753889237,-2.93931594,-2.725734741,-2.700793627
-3.52553269,-3.451242006,-3.468095904,-3.63968229,-3.477125492,-3.325054329
-3.480007525,-3.395416699,-3.253654468,-3.570756433,-3.413671976,-3.320750837
-3.264604357,-3.313429602,-3.269352208,-3.472631613,-3.270868491,-3.2309777
-3.049422332,-3.176622872,-3.206856365,-3.190737277,-3.225052902,-3.135774425
-2.922425486,-2.831259315,-2.904084015,-2.880679558,-2.922906405,-2.677285807
-3.032454618,-2.892754664,-2.809711867,-3.045244391,-2.810274173,-2.74703561
-2.74777391,-2.675863106,-2.703854699,-2.83243769,-2.727456396,-2.715803047
-2.379100524,-2.469138712,-2.31070133,-2.57257809,-2.376635417,-2.482004485
-2.594165164,-2.55462903,-2.504392925,-2.461516813,-2.433896968,-2.372536318
-2.624561279,-2.596826033,-2.51456789,-2.612238087,-2.496983161,-2.471439521
-2.074926694,-2.156061657,-2.134135567,-2.068059108,-2.006125106,-2.173168671
-1.865336387,-1.986576896,-1.78968225,-1.920848781,-1.868900971,-1.865916195
-1.535428405,-1.764529644,-1.658106373,-1.785121931,-1.537585046,-1.635684535
-1.529361251,-1.417410364,-1.554091841,-1.518545265,-1.433575024,-1.379720099
-1.366694382,-1.275732671,-1.341106799,-1.486847603,-1.296805406,-1.216349197
-1.096174636,-1.144416666,-1.146884042,-1.176202368,-1.154112027,-1.11163315
-1.033612464,-1.028511149,-1.02058861,-0.97907004,-1.071156514,-0.918641935
-0.821494527,-0.833083759,-0.880649354,-0.8752086,-0.84728454,-0.80408192
-0.629699036,-0.673963286,-0.817269279,-0.760503457,-0.759116104,-0.64311088
-0.630534821,-0.66262632,-0.65284984,-0.659232007,-0.642280074,-0.61831895
-0.626643416,-0.669417568,-0.715024146,-0.744486341,-0.590723336,-0.568917545
-0.640332403,-0.652040812,-0.646057013,-0.69302871,-0.623795284,-0.538960053
-0.586173197,-0.493351674,-0.533561733,-0.593064167,-0.514217216,-0.525397464
-0.472352062,-0.447134648,-0.471930013,-0.5068117,-0.483802753,-0.355868291
-0.476803062,-0.485849664,-0.570979256,-0.585246282,-0.516421014,-0.459475824
-0.474105106,-0.463856146,-0.41799832,-0.363291973,-0.418106627,-0.2910827
-0.468583787,-0.420691609,-0.391736677,-0.483876264,-0.408408477,-0.399546593
-0.381503835,-0.381878792,-0.368277151,-0.489185779,-0.392097052,-0.364324031
-0.867952354,-0.853639968,-0.840774088,-1.002958204,-0.924335646,-0.902371769
-0.784612307,-0.78928003,-0.756989639,-0.795433733,-0.838325653,-0.720277091
-0.674304478,-0.691415638,-0.641885531,-0.797639482,-0.636809452,-0.670688503
-0.609337333,-0.568600917,-0.534693212,-0.650491453,-0.572808031,-0.524947638
-0.599027927,-0.531362208,-0.391498889,-0.593221191,-0.434166561,-0.510548237
-0.759628986,-0.744702519,-0.674340651,-0.671199292,-0.722284097,-0.661970827
-0.523237283,-0.630088618,-0.577675338,-0.692311141,-0.54537003,-0.602702374
-1.682566485,-1.682843025,-1.63646947,-1.80083464,-1.643996327,-1.678046793
-1.466650991,-1.386922473,-1.406139704,-1.572280877,-1.399903563,-1.39464569
-2.01747096,-1.930189527,-1.849635649,-1.991576315,-1.943325344,-1.887776354
-1.929731259,-1.938799498,-1.867958117,-2.058840561,-1.92674437,-1.871133886
-2.273835104,-2.326059866,-2.332496614,-2.433054704,-2.411126684,-2.220456403
-2.761182952,-2.877635533,-2.825659842,-3.059566214,-2.847480106,-2.865856188
-3.946417643,-4.070759151,-3.851550141,-3.961465333,-3.76793085,-3.639530454
-3.537227935,-3.623819433,-3.656857848,-3.572901102,-3.60346027,-3.487664571
-3.206785559,-3.212970411,-3.124331626,-3.269387376,-3.172698231,-3.155038225
-2.812153741,-2.856626003,-2.78173358,-2.863430136,-2.907123317,-2.884794649
-2.50503145,-2.520348491,-2.48430233,-2.473408567,-2.373230759,-2.421029545
-2.214730275,-2.301880869,-2.201282748,-2.417485374,-2.244114715,-2.258323815
-2.008999442,-2.125293028,-2.09594702,-2.073759754,-2.047955864,-2.077028944
-1.944756688,-1.974551001,-1.859572088,-2.06713589,-1.875839443,-1.846144066
-2.104256091,-2.079731301,-2.10226658,-2.197609878,-2.008849129,-2.098725519
-1.870064824,-1.807459537,-1.737547398,-1.821060311,-1.723714101,-1.707123649
-2.571826887,-2.630285033,-2.560635784,-2.830212763,-2.658500083,-2.447079277
-2.620831441,-2.565129899,-2.492983529,-2.625336502,-2.564666787,-2.506788291
-2.527007151,-2.523958803,-2.376489008,-2.682135656,-2.467834694,-2.571229482
-3.26506424,-3.015693406,-3.02011098,-3.126974935,-3.113450492,-3.16752648
-2.981571341,-3.104104277,-2.971797467,-3.115719408,-2.99471184,-3.05397591
-2.965620634,-2.915772877,-2.79269488,-2.939890054,-2.79540933,-2.801569152
-2.458576555,-2.609185604,-2.364618072,-2.678816959,-2.482064491,-2.419594215
-2.291176028,-2.215744644,-2.148253557,-2.450271161,-2.295190796,-2.144884729
-2.488310657,-2.458056946,-2.415456197,-2.521563036,-2.70377076,-2.412559332
-2.569668552,-2.498737238,-2.404549217,-2.46290124,-2.583678166,-2.331851615
-2.274734749,-2.340568487,-2.301292698,-2.369056501,-2.151782404,-2.243955409
-2.034643536,-1.946236515,-1.942099259,-2.142812542,-1.981362588,-1.951301711
-2.590373978,-2.543385509,-2.662250609,-2.685434105,-2.687157294,-2.494481361
-2.441247344,-2.255627208,-2.41429058,-2.392250663,-2.42801295,-2.340792403
-2.033492479,-2.148385582,-1.982650697,-2.251813561,-2.019261372,-2.00466567
-3.373553108,-3.430901486,-3.313984072,-3.492249487,-3.371798173,-3.268616177
-3.161471441,-3.187816579,-3.079235333,-3.4021202,-3.033154073,-3.084956425
-3.007007028,-3.086894333,-2.806460343,-2.911378893,-2.910661919,-2.827049508
-2.953939294,-3.026340287,-2.966445011,-2.953134326,-2.864323875,-2.770229754
-2.825309685,-2.892770551,-2.777239023,-2.772847352,-2.689135717,-2.654467276
-2.840485792,-2.842739077,-2.716048908,-2.88922358,-2.720091696,-2.779723056
-2.637397531,-2.583925628,-2.457949294,-2.651696464,-2.485378095,-2.460148381
-2.394202629,-2.486480815,-2.34658644,-2.492064504,-2.400926024,-2.387490301
-2.269264533,-2.392346508,-2.122714188,-2.415248369,-2.281281319,-2.102975416
-1.917462698,-1.939141879,-1.960802414,-2.003364631,-1.903096057,-1.82228964
-2.194838624,-2.213255286,-2.1474871,-2.357271513,-2.230067207,-2.323086213
-1.988673416,-2.008173257,-1.984531465,-1.912460175,-1.958379401,-1.979617162
