Normal,Student,Plackett,Clayton,Frank,Gumbel
-4.288906231,-4.192866132,-4.07217946,-4.303728048,-3.920716824,-4.171147556
-3.928620848,-3.918055224,-3.857573662,-4.023970193,-3.638000114,-3.741913923
-4.020484082,-4.053592955,-3.822348322,-4.221921595,-3.718335985,-4.13396708
-3.728420175,-3.997144107,-3.72954377,-4.003829297,-3.560180956,-3.545993694
-3.344771696,-3.303111711,-3.442650192,-3.50991591,-3.280802321,-3.31332963
-3.137746238,-3.326519451,-2.972534154,-3.234220914,-2.838332583,-2.982335771
-3.020437045,-2.892899123,-2.816368167,-2.821011489,-2.546288506,-2.722496365
-2.776974577,-2.624855384,-2.721511914,-2.716855016,-2.504117639,-2.797728394
-2.580942687,-2.513990294,-2.485789606,-2.758645382,-2.305991938,-2.52726438
-2.3428376,-2.325396565,-2.364895816,-2.416606925,-2.179418358,-2.358639449
-2.159065298,-2.414747913,-2.126017827,-2.314916004,-2.027154477,-2.155779265
-2.877007649,-2.901567908,-2.815403987,-3.054807226,-2.670207568,-2.737264856
-2.135826161,-2.278350014,-2.021634803,-2.152138868,-1.925275967,-2.048309564
-2.392419427,-2.337017804,-2.13339583,-2.414449473,-2.085907322,-2.229691875
-2.564864945,-2.593388991,-2.239305839,-2.425424987,-2.194773166,-2.503918219
-2.36513006,-2.581148606,-2.267269339,-2.493950638,-2.122235373,-2.256981498
-2.157764188,-2.247120827,-2.02709642,-2.324964909,-1.892824295,-1.974162482
-3.18658233,-3.348252281,-3.233022075,-3.494743352,-3.119140722,-3.026737343
-3.000887835,-2.926415289,-2.757854451,-3.077899982,-2.642592475,-2.816908832
-4.972686191,-5.212606003,-4.548847535,-4.873556156,-4.311080053,-4.605266402
-4.441310777,-4.340888466,-4.280131781,-4.315855035,-3.994653159,-4.274381451
-4.368471583,-4.282904406,-4.096226624,-4.236979023,-3.70086865,-4.153934865
-4.01062589,-4.158176505,-3.835463344,-4.187955901,-3.873830831,-3.941609063
-4.336240891,-3.912175798,-3.967328479,-4.399667281,-3.802013909,-4.143405124
-3.93878092,-4.019001589,-3.825010684,-4.24707896,-3.564500644,-3.796606084
-4.209132537,-4.071691132,-3.792858496,-4.182409889,-3.774306531,-4.17681875
-3.734914819,-3.843973299,-3.614880922,-3.954252713,-3.292720146,-3.745035011
-3.612070978,-3.724159389,-3.56575055,-3.722090753,-3.336528438,-3.474851494
-3.369724915,-3.331044041,-3.252596848,-3.487756158,-3.144929392,-3.427058074
-3.86114546,-3.895986295,-3.736295769,-3.828752892,-3.371352971,-3.599123711
-5.339501368,-5.288767154,-5.134865853,-5.526876547,-4.904026532,-5.08818135
-4.642223916,-4.872822022,-4.442937276,-4.77652603,-4.293946767,-4.497287683
-4.22855628,-4.169417579,-4.047497386,-4.125749732,-3.867977092,-4.041415467
-4.376232225,-4.437192823,-4.165925612,-4.686794788,-3.992959001,-4.351283762
-4.476411626,-4.655606268,-4.313667486,-4.624845427,-4.176014784,-4.348733887
-4.139034135,-4.292463884,-4.033072984,-4.373456694,-3.78695317,-4.06967064
-3.757552587,-3.898902696,-3.718618046,-3.689940536,-3.314935575,-3.59971999
-3.668152971,-3.671523616,-3.448072536,-3.628618112,-3.239294677,-3.534893239
-3.277890922,-3.375213622,-3.238838443,-3.444729314,-3.041084314,-3.290975167
-2.892085472,-3.015817428,-2.915222628,-3.257376849,-2.907734602,-3.00313631
-2.997275261,-2.949100548,-2.746574748,-2.906357065,-2.636249077,-2.965674653
-2.924476236,-2.782924364,-2.610582644,-2.986872155,-2.585148427,-2.717541411
-2.855758728,-2.806827279,-2.50872722,-2.698739342,-2.474270457,-2.50779209
-2.519844748,-2.562611329,-2.20901643,-2.458528254,-2.310438628,-2.302758422
-2.341103482,-2.317674706,-2.252817119,-2.375772219,-2.079545066,-2.24151966
-2.848438441,-2.68307027,-2.627561383,-2.878597707,-2.678565667,-2.790523841
-3.608194313,-3.73850596,-3.360730785,-3.567083822,-3.284357351,-3.354413074
-3.927228812,-4.027329738,-3.750143733,-3.835809388,-3.654941691,-3.880825645
-3.87406523,-3.651910472,-3.617187745,-3.768017892,-3.421486469,-3.681300393
-3.540292045,-3.447570797,-3.337183634,-3.481157407,-3.066789835,-3.315870187
-3.125176591,-3.207922715,-3.024626151,-3.283459257,-2.838138674,-3.060695763
-3.565792999,-3.620103526,-3.342502647,-3.514013728,-3.213702206,-3.277725562
-3.102449217,-3.313940327,-3.030133387,-3.372415053,-3.009570802,-3.099890831
-3.166698049,-2.967375772,-2.834745809,-2.972484822,-2.68481883,-2.836560218
-3.069699682,-3.052689526,-2.722712669,-2.936587727,-2.64707872,-2.7850593
-4.143031673,-4.0935784,-3.927902079,-4.177483174,-3.789175613,-3.844774272
-4.659088217,-4.437243216,-4.143747585,-4.599453382,-4.138777806,-4.402434289
-4.270706465,-4.143233835,-3.942679681,-3.930361349,-3.709131039,-4.012727363
-5.212733481,-4.949774206,-5.133693276,-5.267867638,-4.736373524,-5.010940497
-4.874492049,-4.838364831,-4.515508544,-4.913216198,-4.321255514,-4.578921291
-4.083923335,-4.25691708,-3.98155494,-4.278727047,-3.879555144,-4.137320494
-4.691038698,-4.508835142,-4.412167271,-4.682211055,-4.249532758,-4.499399268
-4.261198663,-4.345660535,-4.073859941,-4.55975513,-4.011647797,-4.163478293
-3.773077469,-3.925474039,-3.909195519,-4.170995197,-3.583612572,-3.983864997
-3.584971063,-3.39063407,-3.391500683,-3.531808676,-3.308340562,-3.20134981
-4.133385306,-4.165796594,-3.989052465,-3.955993661,-3.69801767,-3.964141419
-3.629771527,-3.840228569,-3.638271767,-3.874669424,-3.498702757,-3.627201459
-3.31981729,-3.661524585,-3.279845485,-3.680341271,-3.326958376,-3.421469563
-3.11876269,-3.238751765,-3.052940105,-3.078666411,-2.9316186,-3.154589435
-2.915899523,-2.8962502,-2.7233266,-2.97377238,-2.571693996,-2.622726441
-2.635509802,-2.736162442,-2.587176118,-2.630743774,-2.583267778,-2.732089105
-2.495482132,-2.462399169,-2.385036327,-2.612854464,-2.246559154,-2.443231179
-3.207646599,-3.27967659,-3.138983836,-3.477038807,-3.086942048,-3.309750732
-3.918360177,-4.194318842,-3.656483909,-4.052345462,-3.72974128,-3.708035345
-3.9540781,-3.503407895,-3.454094631,-3.765042187,-3.390707769,-3.522836912
-3.653107109,-3.673109353,-3.265797746,-3.842579158,-3.41315727,-3.466026577
-3.50069257,-3.353738989,-3.147544774,-3.349618953,-2.893548365,-3.196798097
-2.887014093,-3.02520456,-2.858290324,-3.035435787,-2.75986426,-2.795663602
-2.728016893,-2.694914328,-2.603197824,-2.638647093,-2.529216102,-2.61293846
-3.056875526,-3.087325613,-2.925395826,-3.14264763,-2.734280146,-2.998356467
-2.884755384,-2.698436541,-2.612801024,-2.728777956,-2.5037497,-2.714779954
-3.06324097,-3.118681659,-2.927835968,-3.124260312,-2.69584063,-3.085429545
-2.858806744,-2.918737194,-2.699029516,-2.812949148,-2.525658628,-2.576321737
-3.434578002,-3.691828774,-3.194894674,-3.5067865,-3.115252035,-3.206980218
-3.211649495,-3.223562376,-3.082570636,-3.467630913,-2.900774937,-3.034790529
-3.34051889,-3.393981449,-3.293573924,-3.655814637,-3.2272968,-3.144600259
-3.081892199,-3.125783515,-3.003858679,-3.255591619,-2.923628536,-3.030366013
-2.772054098,-2.864753576,-2.663122301,-3.026127015,-2.689149247,-2.788715589
-2.599313062,-2.939430974,-2.593916428,-2.73508873,-2.435290522,-2.592807795
-3.494042983,-3.422267031,-3.074893356,-3.443865867,-3.234932694,-3.271373422
-3.267117827,-3.327846482,-3.234602238,-3.451379174,-2.984244731,-3.138814819
-3.262869121,-3.226558955,-2.944615984,-3.159805969,-2.83043044,-2.915178958
-2.917575427,-2.815984069,-2.793816762,-3.078575849,-2.693524859,-2.960126628
-3.173452349,-3.146637813,-2.822005725,-3.161641999,-2.731749403,-2.886561509
-2.742596843,-2.738332884,-2.722431749,-2.877884048,-2.471647509,-2.627317044
-2.790828713,-2.768288492,-2.613973686,-2.540085637,-2.461794026,-2.455293249
-5.373992996,-5.619462968,-5.347040945,-5.755772528,-4.762898115,-5.254299774
-4.914613748,-4.525967632,-4.729231874,-4.878223031,-4.379348942,-4.462749892
-4.663979376,-4.356549171,-4.407718727,-4.595565551,-4.206566742,-4.624235471
-4.134530044,-3.899514754,-3.919730434,-4.164876511,-3.747352994,-4.006396693
-4.043269599,-3.803396814,-3.565229639,-3.707933305,-3.459413823,-3.675435553
-3.503994508,-3.418706049,-3.251788639,-3.691684888,-3.104849182,-3.511016036
-4.718832625,-4.953586303,-4.5902452,-5.21785424,-4.419924804,-4.837889998
-4.241960808,-4.242404387,-4.149111168,-4.290416069,-4.061148662,-4.154848199
-4.705461109,-4.635155812,-4.867216384,-4.761619031,-4.39683582,-4.546446272
-5.364325737,-5.278539336,-5.049078143,-5.595899933,-4.808913469,-5.324966027
-4.931644926,-5.195625051,-4.664788999,-5.069016535,-4.50427652,-4.754214553
-4.418737576,-4.461237968,-4.291024395,-4.869517454,-4.247431467,-4.306704945
-4.700589132,-4.595999018,-4.480143612,-4.727796153,-4.576856264,-4.54109353
-4.951953201,-4.958109539,-4.577131444,-4.994117095,-4.500158472,-4.739977384
-4.450802851,-4.334671444,-4.254642085,-4.449623581,-4.124180584,-4.294900274
-4.194832809,-4.129181026,-3.844883362,-4.235403495,-3.796179182,-4.006319416
-4.379883069,-4.122904332,-3.96206999,-4.58157331,-3.993898386,-4.250936864
-4.027651595,-4.170673852,-3.90669429,-4.215203424,-3.818538605,-3.898224144
-4.423106264,-4.333613229,-4.32612779,-4.360696831,-4.037339346,-4.31796665
-4.071562982,-4.185509185,-4.021730812,-4.340650828,-3.827409824,-4.110845341
-4.371826359,-4.24707957,-4.301457589,-4.388533193,-4.161012727,-4.149757173
-4.128707245,-4.263960723,-3.827219587,-4.301894528,-3.761565942,-4.04600775
-3.760404854,-3.773975907,-3.659599525,-3.866442415,-3.3439022,-3.613057573
-3.749395906,-3.471935198,-3.587439601,-3.663329783,-3.214995776,-3.431177506
-3.171143077,-3.211183613,-3.303937726,-3.412819595,-2.896582414,-3.008871363
-2.867143812,-2.955607371,-2.964892382,-2.946464765,-2.846000297,-2.865853633
-2.823984045,-2.938838655,-2.7383949,-2.856312456,-2.738787182,-2.598884858
-3.930107326,-3.93024765,-3.760262331,-3.976174508,-3.654845532,-3.667094996
-3.625208053,-3.642239128,-3.291791566,-3.569126151,-3.272339737,-3.420076404
-4.043435926,-3.989154513,-3.72986906,-4.090832061,-3.731057237,-3.849218212
-4.580754331,-4.609546948,-4.252432923,-4.452455338,-4.146180503,-4.454362513
-4.059870955,-4.036864402,-3.977023909,-4.312348487,-3.558018153,-3.816115145
-3.707802062,-3.684039805,-3.443783516,-3.603997851,-3.389736661,-3.478351743
-3.301803756,-3.503932391,-3.338706552,-3.476407837,-3.107372339,-3.200029231
-3.273046215,-3.243306128,-3.081211767,-3.373880584,-3.098144926,-3.395780123
-3.225763703,-3.200396133,-3.150394734,-3.349430373,-2.826430496,-3.076568679
-3.50283308,-3.311963826,-3.07485577,-3.43477738,-2.898928311,-3.151162258
-6.389374062,-6.312279246,-6.020097504,-6.527572423,-5.784457809,-6.44625931
-10.72347397,-10.9880964,-10.54454505,-10.6236053,-10.38752858,-10.80662272
-13.55679669,-13.08856024,-12.87847765,-13.65855171,-12.43818555,-12.80570762
-11.32446852,-11.57686139,-11.09937844,-11.85149019,-10.94683173,-11.10871037
-14.46278998,-14.22655996,-14.38610672,-14.82483078,-13.58413865,-13.80625977
-14.29473642,-14.27512723,-14.21221086,-14.37523204,-13.63346456,-14.10969152
-13.15735446,-13.44400005,-12.83678609,-13.60269027,-12.18877518,-12.52892979
-12.06230844,-12.03584594,-12.01777453,-12.58844639,-11.27472054,-11.64001114
-13.46887426,-13.37837678,-12.60764863,-13.05126134,-12.26843589,-12.52971902
-12.6305059,-12.66060064,-12.11527608,-12.82359671,-11.54145254,-12.09030852
-11.39557904,-11.20179361,-11.04330435,-11.37848928,-10.87365894,-11.06604806
-10.41338648,-10.87609,-10.2864868,-10.85843719,-9.864938652,-10.3088129
-10.8161109,-11.10513517,-10.78352572,-11.40172994,-10.16726677,-10.67773655
-10.9385122,-10.6741014,-10.15292286,-10.79471995,-9.664267996,-10.75426973
-9.638600824,-9.430337043,-9.142564104,-9.793259636,-8.519118245,-9.155386307
-8.51390421,-8.491774329,-8.271314708,-8.568687391,-7.910138426,-8.189301795
-7.447373443,-7.539558069,-7.129355065,-7.445228804,-7.186087748,-7.556207979
-6.966534979,-7.107683956,-6.999862936,-6.984067777,-6.580453148,-6.751435836
-6.923667294,-6.538056547,-6.399609167,-6.87780812,-5.950011169,-6.534043674
-5.904040882,-5.476449065,-5.493673025,-5.835175265,-5.567011583,-5.404275949
-6.490184537,-6.33525226,-5.914561142,-6.353858961,-5.706753994,-6.230316709
-5.412970008,-5.44950552,-5.001580175,-5.419185634,-4.823093611,-5.092016881
-5.828044747,-5.804164844,-5.350520421,-6.108522991,-5.557079361,-5.500538061
-5.074279442,-4.944672864,-4.682764012,-5.133540779,-4.415631486,-4.649751282
-4.40612025,-4.218535235,-4.21807205,-4.636445259,-4.026250412,-4.349817493
-4.136320308,-4.1565941,-3.882531691,-4.217485756,-3.889110491,-4.09072968
-7.099310813,-7.266017564,-7.212848936,-7.362531782,-6.625283396,-6.8357187
-6.425039473,-6.464451646,-6.263740217,-6.448585955,-5.761357324,-6.117994011
-6.986123638,-6.97118832,-6.751871882,-7.000643399,-6.76423043,-7.00746338
-6.296925584,-6.329816246,-6.113325808,-6.465898332,-5.894501773,-6.249067583
-6.702713149,-6.757960073,-6.330638324,-7.067308936,-6.203083553,-6.449686151
-6.911818367,-7.164563647,-7.055327036,-7.309873127,-6.428786218,-6.964382201
-6.374939518,-6.529287907,-6.137705758,-6.303836859,-5.907412661,-6.256362373
-5.746363807,-5.81307386,-5.683856771,-5.915951108,-5.356807842,-5.86599797
-5.373804577,-5.407558569,-5.073526272,-5.555279247,-5.16795619,-5.200543653
-4.715926714,-4.826905455,-4.646590429,-4.991468985,-4.233385045,-4.625676325
-4.400699759,-4.402904986,-4.093880188,-4.387495213,-3.929629965,-4.268519708
