DATE,SP500,NASDAQCOM
2019-02-08,2707.88,7298.20
2019-02-11,2709.8,7307.90
2019-02-12,2744.73,7414.62
2019-02-13,2753.03,7420.38
2019-02-14,2745.73,7426.95
2019-02-15,2775.6,7472.41
2019-02-18,.,.
2019-02-19,2779.76,7486.77
2019-02-20,2784.7,7489.07
2019-02-21,2774.88,7459.71
2019-02-22,2792.67,7527.54
2019-02-25,2796.11,7554.46
2019-02-26,2793.9,7549.30
2019-02-27,2792.38,7554.51
2019-02-28,2784.49,7532.53
2019-03-01,2803.69,7595.35
2019-03-04,2792.81,7577.57
2019-03-05,2789.65,7576.36
2019-03-06,2771.45,7505.92
2019-03-07,2748.93,7421.46
2019-03-08,2743.07,7408.14
2019-03-11,2783.3,7558.06
2019-03-12,2791.52,7591.03
2019-03-13,2810.92,7643.41
2019-03-14,2808.48,7630.91
2019-03-15,2822.48,7688.53
2019-03-18,2832.94,7714.48
2019-03-19,2832.57,7723.95
2019-03-20,2824.23,7728.97
2019-03-21,2854.88,7838.96
2019-03-22,2800.71,7642.67
2019-03-25,2798.36,7637.54
2019-03-26,2818.46,7691.52
2019-03-27,2805.37,7643.38
2019-03-28,2815.44,7669.17
2019-03-29,2834.4,7729.32
2019-04-01,2867.19,7828.91
2019-04-02,2867.24,7848.69
2019-04-03,2873.4,7895.55
2019-04-04,2879.39,7891.78
2019-04-05,2892.74,7938.69
2019-04-08,2895.77,7953.88
2019-04-09,2878.2,7909.28
2019-04-10,2888.21,7964.24
2019-04-11,2888.32,7947.36
2019-04-12,2907.41,7984.16
2019-04-15,2905.58,7976.01
2019-04-16,2907.06,8000.23
2019-04-17,2900.45,7996.08
2019-04-18,2905.03,7998.06
2019-04-19,.,7998.063
2019-04-22,2907.97,8015.27
2019-04-23,2933.68,8120.82
2019-04-24,2927.25,8102.01
2019-04-25,2926.17,8118.68
2019-04-26,2939.88,8146.40
2019-04-29,2943.03,8161.85
2019-04-30,2945.83,8095.39
2019-05-01,2923.73,8049.64
2019-05-02,2917.52,8036.77
2019-05-03,2945.64,8164.00
2019-05-06,2932.47,8123.29
2019-05-07,2884.05,7963.76
2019-05-08,2879.42,7943.32
2019-05-09,2870.72,7910.59
2019-05-10,2881.4,7916.94
2019-05-13,2811.87,7647.02
2019-05-14,2834.41,7734.49
2019-05-15,2850.96,7822.15
2019-05-16,2876.32,7898.05
2019-05-17,2859.53,7816.28
2019-05-20,2840.23,7702.38
2019-05-21,2864.36,7785.72
2019-05-22,2856.27,7750.84
2019-05-23,2822.24,7628.28
2019-05-24,2826.06,7637.01
2019-05-27,.,.
2019-05-28,2802.39,7607.35
2019-05-29,2783.02,7547.31
2019-05-30,2788.86,7567.72
2019-05-31,2752.06,7453.15
2019-06-03,2744.45,7333.02
2019-06-04,2803.27,7527.12
2019-06-05,2826.15,7575.48
2019-06-06,2843.49,7615.55
2019-06-07,2873.34,7742.10
2019-06-10,2886.73,7823.17
2019-06-11,2885.72,7822.57
2019-06-12,2879.84,7792.72
2019-06-13,2891.64,7837.13
2019-06-14,2886.98,7796.66
2019-06-17,2889.67,7845.02
2019-06-18,2917.75,7953.88
2019-06-19,2926.46,7987.32
2019-06-20,2954.18,8051.34
2019-06-21,2950.46,8031.71
2019-06-24,2945.35,8005.70
2019-06-25,2917.38,7884.72
2019-06-26,2913.78,7909.97
2019-06-27,2924.92,7967.76
2019-06-28,2941.76,8006.24
2019-07-01,2964.33,8091.16
2019-07-02,2973.01,8109.09
2019-07-03,2995.82,8170.23
2019-07-04,.,.
2019-07-05,2990.41,8161.79
2019-07-08,2975.95,8098.38
2019-07-09,2979.63,8141.73
2019-07-10,2993.07,8202.53
2019-07-11,2999.91,8196.04
2019-07-12,3013.77,8244.14
2019-07-15,3014.3,8258.19
2019-07-16,3004.04,8222.80
2019-07-17,2984.42,8185.21
2019-07-18,2995.11,8207.24
2019-07-19,2976.61,8146.49
2019-07-22,2985.03,8204.14
2019-07-23,3005.47,8251.40
2019-07-24,3019.56,8321.50
2019-07-25,3003.67,8238.54
2019-07-26,3025.86,8330.21
2019-07-29,3020.97,8293.33
2019-07-30,3013.18,8273.61
2019-07-31,2980.38,8175.42
2019-08-01,2953.56,8111.12
2019-08-02,2932.05,8004.07
2019-08-05,2844.74,7726.04
2019-08-06,2881.77,7833.27
2019-08-07,2883.98,7862.83
2019-08-08,2938.09,8039.16
2019-08-09,2918.65,7959.14
2019-08-12,2883.75,7863.41
2019-08-13,2926.32,8016.36
2019-08-14,2840.6,7773.94
2019-08-15,2847.6,7766.62
2019-08-16,2888.68,7895.99
2019-08-19,2923.65,8002.81
2019-08-20,2900.51,7948.56
2019-08-21,2924.43,8020.21
2019-08-22,2922.95,7991.39
2019-08-23,2847.11,7751.77
2019-08-26,2878.38,7853.74
2019-08-27,2869.16,7826.95
2019-08-28,2887.94,7856.88
2019-08-29,2924.58,7973.39
2019-08-30,2926.46,7962.88
2019-09-02,.,.
2019-09-03,2906.27,7874.16
2019-09-04,2937.78,7976.88
2019-09-05,2976.0,8116.83
2019-09-06,2978.71,8103.07
2019-09-09,2978.43,8087.44
2019-09-10,2979.39,8084.16
2019-09-11,3000.93,8169.68
2019-09-12,3009.57,8194.47
2019-09-13,3007.39,8176.71
2019-09-16,2997.96,8153.54
2019-09-17,3005.7,8186.02
2019-09-18,3006.73,8177.39
2019-09-19,3006.79,8182.88
2019-09-20,2992.07,8117.67
2019-09-23,2991.78,8112.46
2019-09-24,2966.6,7993.63
2019-09-25,2984.87,8077.38
2019-09-26,2977.62,8030.66
2019-09-27,2961.79,7939.63
2019-09-30,2976.74,7999.34
2019-10-01,2940.25,7908.68
2019-10-02,2887.61,7785.25
2019-10-03,2910.63,7872.26
2019-10-04,2952.01,7982.47
2019-10-07,2938.79,7956.29
2019-10-08,2893.06,7823.78
2019-10-09,2919.4,7903.74
2019-10-10,2938.13,7950.78
2019-10-11,2970.27,8057.04
2019-10-14,2966.15,8048.65
2019-10-15,2995.68,8148.71
2019-10-16,2989.69,8124.18
2019-10-17,2997.95,8156.85
2019-10-18,2986.2,8089.54
2019-10-21,3006.72,8162.99
2019-10-22,2995.99,8104.30
2019-10-23,3004.52,8119.79
2019-10-24,3010.29,8185.80
2019-10-25,3022.55,8243.12
2019-10-28,3039.42,8325.99
2019-10-29,3036.89,8276.85
2019-10-30,3046.77,8303.98
2019-10-31,3037.56,8292.36
2019-11-01,3066.91,8386.40
2019-11-04,3078.27,8433.20
2019-11-05,3074.62,8434.68
2019-11-06,3076.78,8410.63
2019-11-07,3085.18,8434.52
2019-11-08,3093.08,8475.31
2019-11-11,3087.01,8464.28
2019-11-12,3091.84,8486.09
2019-11-13,3094.04,8482.10
2019-11-14,3096.63,8479.02
2019-11-15,3120.46,8540.83
2019-11-18,3122.03,8549.94
2019-11-19,3120.18,8570.66
2019-11-20,3108.46,8526.73
2019-11-21,3103.54,8506.21
2019-11-22,3110.29,8519.88
2019-11-25,3133.64,8632.49
2019-11-26,3140.52,8647.93
2019-11-27,3153.63,8705.18
2019-11-28,.,.
2019-11-29,3140.98,8665.47
2019-12-02,3113.87,8567.99
2019-12-03,3093.2,8520.64
2019-12-04,3112.76,8566.67
2019-12-05,3117.43,8570.70
2019-12-06,3145.91,8656.53
2019-12-09,3135.96,8621.83
2019-12-10,3132.52,8616.18
2019-12-11,3141.63,8654.05
2019-12-12,3168.57,8717.32
2019-12-13,3168.8,8734.88
2019-12-16,3191.45,8814.23
2019-12-17,3192.52,8823.36
2019-12-18,3191.14,8827.73
2019-12-19,3205.37,8887.22
2019-12-20,3221.22,8924.96
2019-12-23,3224.01,8945.65
2019-12-24,3223.38,8952.88
2019-12-25,.,.
2019-12-26,3239.91,9022.39
2019-12-27,3240.02,9006.62
2019-12-30,3221.29,8945.99
2019-12-31,3230.78,8972.60
